X,Y
0.2973790322580645,0.5294913419913421
0.3870967741935484,0.4564393939393939
0.4082661290322581,0.3292748917748918
0.3548387096774194,0.3671536796536796
0.3477822580645161,0.4591450216450217
0.2651209677419355,0.48755411255411263
0.19858870967741934,0.5430194805194806
0.1290322580645161,0.4334415584415585
0.11794354838709678,0.2765151515151515
0.27620967741935487,0.12094155844155843
0.3558467741935484,0.23051948051948054
0.2691532258064516,0.3671536796536796
0.2066532258064516,0.4063852813852814
0.17943548387096772,0.46590909090909094
0.15524193548387097,0.24810606060606064
0.28729838709677413,0.12094155844155843
0.25604838709677413,0.19399350649350652
0.1683467741935484,0.13852813852813853
0.10685483870967741,0.23187229437229442
0.07358870967741934,0.4145021645021645
0.2227822580645161,0.2805735930735931
0.3326612903225806,0.25216450216450215
0.23588709677419353,0.3170995670995671
0.1683467741935484,0.3428030303030304
0.0967741935483871,0.3617424242424243
0.05544354838709678,0.24134199134199139
0.18749999999999997,0.10335497835497837
0.20161290322580647,0.24540043290043292
0.12399193548387097,0.12094155844155843
0.14818548387096772,0.19399350649350652
0.04939516129032259,0.3116883116883117
0.1431451612903226,0.3035714285714286
0.16532258064516128,0.39015151515151514
0.1431451612903226,0.37662337662337664
0.10383064516129034,0.31033549783549785
0.14717741935483872,0.36444805194805197
0.21370967741935484,0.31033549783549785
0.3155241935483871,0.19940476190476195
0.2983870967741935,0.18317099567099568
0.27520161290322576,0.24945887445887446
0.24294354838709678,0.34145021645021645
0.18649193548387097,0.36038961038961037
0.12298387096774191,0.33333333333333337
0.18649193548387097,0.3076298701298702
0.18346774193548385,0.26028138528138534
0.20362903225806453,0.3346861471861472
0.27116935483870963,0.25216450216450215
0.2379032258064516,0.2886904761904763
0.2379032258064516,0.19805194805194806
0.29133064516129037,0.21428571428571433
0.2227822580645161,0.26028138528138534
0.19254032258064516,0.2805735930735931
0.2167338709677419,0.35903679653679654
0.1683467741935484,0.410443722943723
0.12399193548387097,0.3076298701298702
0.16431451612903228,0.2589285714285715
0.16431451612903228,0.3225108225108225
0.14112903225806453,0.3387445887445888
0.15725806451612903,0.2859848484848485
0.251008064516129,0.26975108225108224
0.2610887096774194,0.299512987012987
0.2167338709677419,0.3022186147186148
0.22076612903225803,0.3482142857142857
0.20766129032258066,0.226461038961039
0.1743951612903226,0.21834415584415587
0.1854838709677419,0.2954545454545455
0.1693548387096774,0.31033549783549785
0.21068548387096772,0.1682900432900433
0.14516129032258066,0.3306277056277057
0.13407258064516128,0.27516233766233766
0.10987903225806453,0.2900432900432901
0.17641129032258066,0.37662337662337664
0.22379032258064516,0.31980519480519487
0.22379032258064516,0.31845238095238104
0.22379032258064516,0.31845238095238104
0.2308467741935484,0.31033549783549785
0.2953629032258065,0.29274891774891776
0.811491935483871,0.8068181818181819
0.6985887096774194,0.8230519480519481
0.6935483870967742,0.8257575757575758
0.6935483870967742,0.7567640692640694
0.6945564516129032,0.7567640692640694
0.8286290322580645,0.5132575757575758
0.8538306451612904,0.6972402597402598
0.7620967741935484,0.6674783549783551
0.7852822580645161,0.7635281385281386
0.7983870967741935,0.9028679653679655
0.9233870967741936,0.7946428571428572
0.9052419354838709,0.6025432900432901
0.8326612903225806,0.6025432900432901
0.717741935483871,0.5890151515151516
0.6522177419354839,0.6958874458874459
0.5745967741935484,0.8636363636363636
0.6925403225806451,0.9015151515151515
0.8951612903225806,0.9326298701298702
0.6108870967741935,0.7378246753246753
0.563508064516129,0.5687229437229437
0.5332661290322581,0.7635281385281386
0.7046370967741935,0.5091991341991342
0.22782258064516128,0.40367965367965375
0.311491935483871,0.3969155844155844
0.2852822580645161,0.2643398268398268
0.2217741935483871,0.2941017316017316
0.11895161290322578,0.16152597402597405
0.10282258064516128,0.2061688311688312
0.14919354838709678,0.23187229437229442
0.20362903225806453,0.26028138528138534
0.2379032258064516,0.2399891774891775
0.17036290322580647,0.2941017316017316
0.19354838709677422,0.3387445887445888
0.19354838709677422,0.3265692640692641
