X,Y
0.3931451612903226,0.033008658008658015
0.3326612903225806,0.04112554112554112
0.2651209677419355,0.07765151515151517
0.1995967741935484,0.13041125541125545
0.1431451612903226,0.18722943722943727
0.08467741935483872,0.28733766233766234
0.04536290322580644,0.3969155844155844
0.014112903225806439,0.48349567099567103
0.014112903225806439,0.5267857142857143
0.021169354838709686,0.612012987012987
0.04939516129032259,0.6931818181818182
0.11995967741935484,0.8135822510822511
0.18951612903225803,0.8717532467532468
0.30544354838709675,0.9258658008658008
0.3901209677419355,0.9542748917748919
0.466733870967742,0.9732142857142857
0.6139112903225806,0.9299242424242425
0.7116935483870968,0.8758116883116883
0.7852822580645161,0.8162878787878789
0.8266129032258065,0.7364718614718615
0.8719758064516129,0.6295995670995671
0.9233870967741936,0.5308441558441559
0.9385080645161291,0.4632034632034633
0.9153225806451614,0.39420995670995673
0.8840725806451614,0.2765151515151515
0.7953629032258065,0.170995670995671
0.7016129032258065,0.0992965367965368
0.5756048387096774,0.04653679653679654
0.48991935483870974,0.04383116883116883
0.40625,0.049242424242424254
0.36491935483870974,0.039772727272727265
0.313508064516129,0.06953463203463203
0.2842741935483871,0.05194805194805194
0.2479838709677419,0.13582251082251082
0.2217741935483871,0.10200216450216451
0.2006048387096774,0.1858766233766234
0.16229838709677422,0.16693722943722947
0.1542338709677419,0.2440476190476191
0.10282258064516128,0.2535173160173161
0.10987903225806453,0.3346861471861472
0.05645161290322581,0.34550865800865804
0.01713709677419356,0.410443722943723
0.03729838709677419,0.4686147186147186
0.034274193548387094,0.5592532467532468
0.01713709677419356,0.5836038961038962
0.05645161290322581,0.6255411255411256
0.035282258064516125,0.6620670995670996
0.08568548387096775,0.6755952380952381
0.08366935483870969,0.7797619047619049
0.1129032258064516,0.7513528138528139
0.15624999999999997,0.8514610389610391
0.1592741935483871,0.805465367965368
0.23487903225806453,0.9082792207792209
0.20161290322580647,0.8433441558441559
0.2661290322580645,0.9272186147186149
0.2631048387096774,0.8893398268398268
0.3296370967741935,0.9420995670995672
0.3709677419354839,0.9272186147186149
0.4213709677419355,0.9786255411255412
0.4506048387096774,0.9556277056277057
0.5655241935483871,0.9745670995670997
0.5060483870967742,0.9840367965367965
0.5141129032258065,0.9515692640692642
0.5645161290322581,0.9420995670995672
0.6421370967741935,0.9502164502164504
0.6643145161290323,0.8961038961038962
0.7258064516129032,0.9001623376623377
0.7429435483870968,0.8474025974025975
0.813508064516129,0.832521645021645
0.7973790322580645,0.7702922077922079
0.8850806451612904,0.7486471861471862
0.8588709677419354,0.7053571428571429
0.8487903225806451,0.7540584415584416
0.8971774193548386,0.6295995670995671
0.8870967741935484,0.6796536796536797
0.9062500000000001,0.5957792207792209
0.8790322580645161,0.5660173160173161
0.9062500000000001,0.5064935064935066
0.9163306451612904,0.4604978354978355
0.9516129032258064,0.5037878787878788
0.9274193548387096,0.5768398268398269
0.9284274193548386,0.6417748917748918
0.9717741935483871,0.40909090909090906
0.9465725806451614,0.4334415584415585
0.9314516129032259,0.35091991341991347
